,household_id,income_bracket,age,family_size,sex,prev_interactions,price,purchase,race,state
151215,4200,95k+,38,2,M,1,35,1,White,MD
151220,4200,95k+,38,2,M,1,30,1,White,MD
151225,4200,95k+,38,2,M,1,25,1,White,MD
151230,4200,95k+,38,2,M,1,20,1,White,MD
151235,4200,95k+,38,2,M,1,15,1,White,MD
151236,4201,95k+,42,5,M,0,50,0,White,MD
151241,4201,95k+,42,5,M,0,45,0,White,MD
151246,4201,95k+,42,5,M,0,40,0,White,MD
151251,4201,95k+,42,5,M,0,35,0,White,MD
151256,4201,95k+,42,5,M,0,30,0,White,MD
151261,4201,95k+,42,5,M,0,25,0,White,MD
151266,4201,95k+,42,5,M,0,20,0,White,MD
151271,4201,95k+,42,5,M,0,15,0,White,MD
151272,4202,95k+,46,3,M,0,50,0,White,MD
151277,4202,95k+,46,3,M,0,45,0,White,MD
151282,4202,95k+,46,3,M,0,40,0,White,MD
151287,4202,95k+,46,3,M,0,35,0,White,MD
151292,4202,95k+,46,3,M,0,30,0,White,MD
151297,4202,95k+,46,3,M,0,25,0,White,MD
151302,4202,95k+,46,3,M,0,20,1,White,MD
151307,4202,95k+,46,3,M,0,15,1,White,MD
151308,4203,95k+,18,1,F,0,50,1,White,MD
151313,4203,95k+,18,1,F,0,45,1,White,MD
151318,4203,95k+,18,1,F,0,40,1,White,MD
151323,4203,95k+,18,1,F,0,35,1,White,MD
151328,4203,95k+,18,1,F,0,30,1,White,MD
151333,4203,95k+,18,1,F,0,25,1,White,MD
151338,4203,95k+,18,1,F,0,20,1,White,MD
151343,4203,95k+,18,1,F,0,15,1,White,MD
151344,4204,95k+,37,1,F,0,50,1,White,MD
151349,4204,95k+,37,1,F,0,45,1,White,MD
151354,4204,95k+,37,1,F,0,40,1,White,MD
151359,4204,95k+,37,1,F,0,35,1,White,MD
151364,4204,95k+,37,1,F,0,30,1,White,MD
151369,4204,95k+,37,1,F,0,25,1,White,MD
151374,4204,95k+,37,1,F,0,20,1,White,MD
151379,4204,95k+,37,1,F,0,15,1,White,MD
151380,4205,95k+,34,2,M,0,50,1,White,MD
151385,4205,95k+,34,2,M,0,45,1,White,MD
151390,4205,95k+,34,2,M,0,40,1,White,MD
151395,4205,95k+,34,2,M,0,35,1,White,MD
151400,4205,95k+,34,2,M,0,30,1,White,MD
151405,4205,95k+,34,2,M,0,25,1,White,MD
151410,4205,95k+,34,2,M,0,20,1,White,MD
151415,4205,95k+,34,2,M,0,15,1,White,MD
151416,4206,95k+,44,2,M,0,50,0,Hispanic,MD
151421,4206,95k+,44,2,M,0,45,0,Hispanic,MD
151426,4206,95k+,44,2,M,0,40,0,Hispanic,MD
151431,4206,95k+,44,2,M,0,35,0,Hispanic,MD
151436,4206,95k+,44,2,M,0,30,0,Hispanic,MD
151441,4206,95k+,44,2,M,0,25,1,Hispanic,MD
151446,4206,95k+,44,2,M,0,20,1,Hispanic,MD
151451,4206,95k+,44,2,M,0,15,1,Hispanic,MD
151452,4207,95k+,18,2,M,4,50,1,White,MD
151457,4207,95k+,18,2,M,4,45,1,White,MD
151462,4207,95k+,18,2,M,4,40,1,White,MD
151467,4207,95k+,18,2,M,4,35,1,White,MD
151472,4207,95k+,18,2,M,4,30,1,White,MD
151477,4207,95k+,18,2,M,4,25,1,White,MD
151482,4207,95k+,18,2,M,4,20,1,White,MD
151487,4207,95k+,18,2,M,4,15,1,White,MD
151488,4208,95k+,41,5,M,0,50,0,Hispanic,MD
151493,4208,95k+,41,5,M,0,45,0,Hispanic,MD
151498,4208,95k+,41,5,M,0,40,0,Hispanic,MD
151503,4208,95k+,41,5,M,0,35,0,Hispanic,MD
151508,4208,95k+,41,5,M,0,30,0,Hispanic,MD
151513,4208,95k+,41,5,M,0,25,0,Hispanic,MD
151518,4208,95k+,41,5,M,0,20,0,Hispanic,MD
151523,4208,95k+,41,5,M,0,15,0,Hispanic,MD
151524,4209,95k+,41,2,M,0,50,0,White,MD
151529,4209,95k+,41,2,M,0,45,0,White,MD
151534,4209,95k+,41,2,M,0,40,0,White,MD
151539,4209,95k+,41,2,M,0,35,1,White,MD
151544,4209,95k+,41,2,M,0,30,1,White,MD
151549,4209,95k+,41,2,M,0,25,1,White,MD
151554,4209,95k+,41,2,M,0,20,1,White,MD
151559,4209,95k+,41,2,M,0,15,1,White,MD
151560,4210,95k+,52,3,F,0,50,0,White,MD
151565,4210,95k+,52,3,F,0,45,0,White,MD
151570,4210,95k+,52,3,F,0,40,0,White,MD
151575,4210,95k+,52,3,F,0,35,0,White,MD
151580,4210,95k+,52,3,F,0,30,0,White,MD
151585,4210,95k+,52,3,F,0,25,0,White,MD
151590,4210,95k+,52,3,F,0,20,0,White,MD
151595,4210,95k+,52,3,F,0,15,0,White,MD
151596,4211,95k+,43,6,M,0,50,0,White,MD
151601,4211,95k+,43,6,M,0,45,0,White,MD
151606,4211,95k+,43,6,M,0,40,0,White,MD
151611,4211,95k+,43,6,M,0,35,0,White,MD
151616,4211,95k+,43,6,M,0,30,0,White,MD
151621,4211,95k+,43,6,M,0,25,0,White,MD
151626,4211,95k+,43,6,M,0,20,0,White,MD
151631,4211,95k+,43,6,M,0,15,0,White,MD
151632,4212,95k+,47,3,F,0,50,0,White,MD
151637,4212,95k+,47,3,F,0,45,0,White,MD
151642,4212,95k+,47,3,F,0,40,0,White,MD
151647,4212,95k+,47,3,F,0,35,0,White,MD
151652,4212,95k+,47,3,F,0,30,0,White,MD
151657,4212,95k+,47,3,F,0,25,0,White,MD
151662,4212,95k+,47,3,F,0,20,0,White,MD
151667,4212,95k+,47,3,F,0,15,1,White,MD
151668,4213,95k+,24,3,M,0,50,0,Unknown,MD
151673,4213,95k+,24,3,M,0,45,0,Unknown,MD
151678,4213,95k+,24,3,M,0,40,0,Unknown,MD
151683,4213,95k+,24,3,M,0,35,0,Unknown,MD
151688,4213,95k+,24,3,M,0,30,0,Unknown,MD
151693,4213,95k+,24,3,M,0,25,1,Unknown,MD
151698,4213,95k+,24,3,M,0,20,1,Unknown,MD
151703,4213,95k+,24,3,M,0,15,1,Unknown,MD
151704,4214,95k+,38,4,F,0,50,0,White,MD
151709,4214,95k+,38,4,F,0,45,0,White,MD
151714,4214,95k+,38,4,F,0,40,0,White,MD
151719,4214,95k+,38,4,F,0,35,0,White,MD
151724,4214,95k+,38,4,F,0,30,0,White,MD
151729,4214,95k+,38,4,F,0,25,0,White,MD
151734,4214,95k+,38,4,F,0,20,0,White,MD
151739,4214,95k+,38,4,F,0,15,1,White,MD
151740,4215,95k+,54,2,F,0,50,0,Unknown,MD
151745,4215,95k+,54,2,F,0,45,0,Unknown,MD
151750,4215,95k+,54,2,F,0,40,0,Unknown,MD
151755,4215,95k+,54,2,F,0,35,0,Unknown,MD
151760,4215,95k+,54,2,F,0,30,0,Unknown,MD
151765,4215,95k+,54,2,F,0,25,1,Unknown,MD
151770,4215,95k+,54,2,F,0,20,1,Unknown,MD
151775,4215,95k+,54,2,F,0,15,1,Unknown,MD
151776,4216,95k+,33,3,F,0,50,0,White,MD
151781,4216,95k+,33,3,F,0,45,0,White,MD
151786,4216,95k+,33,3,F,0,40,1,White,MD
151791,4216,95k+,33,3,F,0,35,1,White,MD
151796,4216,95k+,33,3,F,0,30,1,White,MD
151801,4216,95k+,33,3,F,0,25,1,White,MD
151806,4216,95k+,33,3,F,0,20,1,White,MD
151811,4216,95k+,33,3,F,0,15,1,White,MD
151812,4217,95k+,48,4,M,1,50,0,White,MD
151817,4217,95k+,48,4,M,1,45,0,White,MD
151822,4217,95k+,48,4,M,1,40,0,White,MD
151827,4217,95k+,48,4,M,1,35,0,White,MD
151832,4217,95k+,48,4,M,1,30,0,White,MD
151837,4217,95k+,48,4,M,1,25,0,White,MD
151842,4217,95k+,48,4,M,1,20,0,White,MD
151847,4217,95k+,48,4,M,1,15,1,White,MD
151848,4218,95k+,27,5,F,0,50,0,White,MD
151853,4218,95k+,27,5,F,0,45,0,White,MD
151858,4218,95k+,27,5,F,0,40,0,White,MD
151863,4218,95k+,27,5,F,0,35,0,White,MD
151868,4218,95k+,27,5,F,0,30,0,White,MD
151873,4218,95k+,27,5,F,0,25,0,White,MD
151878,4218,95k+,27,5,F,0,20,0,White,MD
151883,4218,95k+,27,5,F,0,15,0,White,MD
151884,4219,95k+,36,5,M,5,50,0,White,MD
151889,4219,95k+,36,5,M,5,45,0,White,MD
151894,4219,95k+,36,5,M,5,40,0,White,MD
151899,4219,95k+,36,5,M,5,35,0,White,MD
151904,4219,95k+,36,5,M,5,30,0,White,MD
151909,4219,95k+,36,5,M,5,25,0,White,MD
151914,4219,95k+,36,5,M,5,20,0,White,MD
151919,4219,95k+,36,5,M,5,15,1,White,MD
151920,4220,95k+,19,4,M,0,50,0,White,MD
151925,4220,95k+,19,4,M,0,45,0,White,MD
151930,4220,95k+,19,4,M,0,40,0,White,MD
151935,4220,95k+,19,4,M,0,35,0,White,MD
151940,4220,95k+,19,4,M,0,30,0,White,MD
151945,4220,95k+,19,4,M,0,25,0,White,MD
151950,4220,95k+,19,4,M,0,20,1,White,MD
151955,4220,95k+,19,4,M,0,15,1,White,MD
151956,4221,95k+,38,2,M,1,50,0,Black,MD
151961,4221,95k+,38,2,M,1,45,0,Black,MD
151966,4221,95k+,38,2,M,1,40,1,Black,MD
151971,4221,95k+,38,2,M,1,35,1,Black,MD
151976,4221,95k+,38,2,M,1,30,1,Black,MD
151981,4221,95k+,38,2,M,1,25,1,Black,MD
151986,4221,95k+,38,2,M,1,20,1,Black,MD
151991,4221,95k+,38,2,M,1,15,1,Black,MD
151992,4222,95k+,29,3,F,1,50,0,Other,MD
151997,4222,95k+,29,3,F,1,45,0,Other,MD
152002,4222,95k+,29,3,F,1,40,0,Other,MD
152007,4222,95k+,29,3,F,1,35,1,Other,MD
152012,4222,95k+,29,3,F,1,30,1,Other,MD
152017,4222,95k+,29,3,F,1,25,1,Other,MD
152022,4222,95k+,29,3,F,1,20,1,Other,MD
152027,4222,95k+,29,3,F,1,15,1,Other,MD
152028,4223,95k+,52,5,F,0,50,0,Other,MD
152033,4223,95k+,52,5,F,0,45,0,Other,MD
152038,4223,95k+,52,5,F,0,40,0,Other,MD
152043,4223,95k+,52,5,F,0,35,0,Other,MD
152048,4223,95k+,52,5,F,0,30,0,Other,MD
152053,4223,95k+,52,5,F,0,25,0,Other,MD
152058,4223,95k+,52,5,F,0,20,0,Other,MD
152063,4223,95k+,52,5,F,0,15,0,Other,MD
152064,4224,95k+,63,3,M,0,50,0,Black,MD
152069,4224,95k+,63,3,M,0,45,0,Black,MD
152074,4224,95k+,63,3,M,0,40,0,Black,MD
152079,4224,95k+,63,3,M,0,35,0,Black,MD
152084,4224,95k+,63,3,M,0,30,0,Black,MD
152089,4224,95k+,63,3,M,0,25,0,Black,MD
152094,4224,95k+,63,3,M,0,20,0,Black,MD
152099,4224,95k+,63,3,M,0,15,1,Black,MD
152100,4225,95k+,18,3,M,0,50,0,Hispanic,MD
152105,4225,95k+,18,3,M,0,45,0,Hispanic,MD
152110,4225,95k+,18,3,M,0,40,0,Hispanic,MD
152115,4225,95k+,18,3,M,0,35,0,Hispanic,MD
152120,4225,95k+,18,3,M,0,30,0,Hispanic,MD
152125,4225,95k+,18,3,M,0,25,1,Hispanic,MD
152130,4225,95k+,18,3,M,0,20,1,Hispanic,MD
152135,4225,95k+,18,3,M,0,15,1,Hispanic,MD
152136,4226,95k+,24,6,M,0,50,0,White,MD
152141,4226,95k+,24,6,M,0,45,0,White,MD
152146,4226,95k+,24,6,M,0,40,0,White,MD
152151,4226,95k+,24,6,M,0,35,0,White,MD
152156,4226,95k+,24,6,M,0,30,0,White,MD
152161,4226,95k+,24,6,M,0,25,0,White,MD
152166,4226,95k+,24,6,M,0,20,0,White,MD
152171,4226,95k+,24,6,M,0,15,0,White,MD
152172,4227,95k+,50,1,M,3,50,1,Other,MD
152177,4227,95k+,50,1,M,3,45,1,Other,MD
152182,4227,95k+,50,1,M,3,40,1,Other,MD
152187,4227,95k+,50,1,M,3,35,1,Other,MD
152192,4227,95k+,50,1,M,3,30,1,Other,MD
152197,4227,95k+,50,1,M,3,25,1,Other,MD
152202,4227,95k+,50,1,M,3,20,1,Other,MD
152207,4227,95k+,50,1,M,3,15,1,Other,MD
152208,4228,95k+,30,2,F,0,50,0,White,MD
152213,4228,95k+,30,2,F,0,45,0,White,MD
152218,4228,95k+,30,2,F,0,40,0,White,MD
152223,4228,95k+,30,2,F,0,35,0,White,MD
152228,4228,95k+,30,2,F,0,30,0,White,MD
152233,4228,95k+,30,2,F,0,25,0,White,MD
152238,4228,95k+,30,2,F,0,20,1,White,MD
152243,4228,95k+,30,2,F,0,15,1,White,MD
152244,4229,95k+,38,3,M,0,50,0,Other,MD
152249,4229,95k+,38,3,M,0,45,0,Other,MD
152254,4229,95k+,38,3,M,0,40,0,Other,MD
152259,4229,95k+,38,3,M,0,35,0,Other,MD
152264,4229,95k+,38,3,M,0,30,0,Other,MD
152269,4229,95k+,38,3,M,0,25,0,Other,MD
152274,4229,95k+,38,3,M,0,20,1,Other,MD
152279,4229,95k+,38,3,M,0,15,1,Other,MD
152280,4230,95k+,57,2,M,0,50,0,White,MD
152285,4230,95k+,57,2,M,0,45,0,White,MD
152290,4230,95k+,57,2,M,0,40,0,White,MD
152295,4230,95k+,57,2,M,0,35,0,White,MD
152300,4230,95k+,57,2,M,0,30,0,White,MD
152305,4230,95k+,57,2,M,0,25,1,White,MD
152310,4230,95k+,57,2,M,0,20,1,White,MD
152315,4230,95k+,57,2,M,0,15,1,White,MD
152316,4231,95k+,57,4,M,0,50,0,Black,MD
152321,4231,95k+,57,4,M,0,45,0,Black,MD
152326,4231,95k+,57,4,M,0,40,0,Black,MD
152331,4231,95k+,57,4,M,0,35,0,Black,MD
152336,4231,95k+,57,4,M,0,30,0,Black,MD
152341,4231,95k+,57,4,M,0,25,0,Black,MD
152346,4231,95k+,57,4,M,0,20,0,Black,MD
152351,4231,95k+,57,4,M,0,15,0,Black,MD
152352,4232,95k+,23,5,F,0,50,0,White,MD
152357,4232,95k+,23,5,F,0,45,0,White,MD
152362,4232,95k+,23,5,F,0,40,0,White,MD
152367,4232,95k+,23,5,F,0,35,0,White,MD
152372,4232,95k+,23,5,F,0,30,0,White,MD
152377,4232,95k+,23,5,F,0,25,0,White,MD
152382,4232,95k+,23,5,F,0,20,0,White,MD
152387,4232,95k+,23,5,F,0,15,1,White,MD
152388,4233,95k+,62,6,F,0,50,0,Hispanic,MD
152393,4233,95k+,62,6,F,0,45,0,Hispanic,MD
152398,4233,95k+,62,6,F,0,40,0,Hispanic,MD
152403,4233,95k+,62,6,F,0,35,0,Hispanic,MD
152408,4233,95k+,62,6,F,0,30,0,Hispanic,MD
152413,4233,95k+,62,6,F,0,25,0,Hispanic,MD
152418,4233,95k+,62,6,F,0,20,0,Hispanic,MD
152423,4233,95k+,62,6,F,0,15,0,Hispanic,MD
152424,4234,95k+,47,3,M,6,50,0,White,MD
152429,4234,95k+,47,3,M,6,45,0,White,MD
152434,4234,95k+,47,3,M,6,40,0,White,MD
152439,4234,95k+,47,3,M,6,35,0,White,MD
152444,4234,95k+,47,3,M,6,30,0,White,MD
152449,4234,95k+,47,3,M,6,25,0,White,MD
152454,4234,95k+,47,3,M,6,20,1,White,MD
152459,4234,95k+,47,3,M,6,15,1,White,MD
152460,4235,95k+,51,4,M,0,50,0,White,MD
152465,4235,95k+,51,4,M,0,45,0,White,MD
152470,4235,95k+,51,4,M,0,40,0,White,MD
152475,4235,95k+,51,4,M,0,35,0,White,MD
152480,4235,95k+,51,4,M,0,30,0,White,MD
152485,4235,95k+,51,4,M,0,25,0,White,MD
152490,4235,95k+,51,4,M,0,20,0,White,MD
152495,4235,95k+,51,4,M,0,15,0,White,MD
152496,4236,95k+,31,3,F,0,50,0,White,MD
152501,4236,95k+,31,3,F,0,45,0,White,MD
152506,4236,95k+,31,3,F,0,40,0,White,MD
152511,4236,95k+,31,3,F,0,35,0,White,MD
152516,4236,95k+,31,3,F,0,30,0,White,MD
152521,4236,95k+,31,3,F,0,25,1,White,MD
152526,4236,95k+,31,3,F,0,20,1,White,MD
152531,4236,95k+,31,3,F,0,15,1,White,MD
152532,4237,95k+,29,4,M,0,50,0,Unknown,MD
152537,4237,95k+,29,4,M,0,45,0,Unknown,MD
152542,4237,95k+,29,4,M,0,40,0,Unknown,MD
152547,4237,95k+,29,4,M,0,35,0,Unknown,MD
152552,4237,95k+,29,4,M,0,30,0,Unknown,MD
152557,4237,95k+,29,4,M,0,25,0,Unknown,MD
152562,4237,95k+,29,4,M,0,20,1,Unknown,MD
152567,4237,95k+,29,4,M,0,15,1,Unknown,MD
152568,4238,95k+,18,6,M,0,50,0,White,MD
152573,4238,95k+,18,6,M,0,45,0,White,MD
152578,4238,95k+,18,6,M,0,40,0,White,MD
152583,4238,95k+,18,6,M,0,35,0,White,MD
152588,4238,95k+,18,6,M,0,30,0,White,MD
152593,4238,95k+,18,6,M,0,25,0,White,MD
152598,4238,95k+,18,6,M,0,20,0,White,MD
152603,4238,95k+,18,6,M,0,15,0,White,MD
152604,4239,95k+,24,2,M,0,50,1,White,MD
152609,4239,95k+,24,2,M,0,45,1,White,MD
152614,4239,95k+,24,2,M,0,40,1,White,MD
152619,4239,95k+,24,2,M,0,35,1,White,MD
152624,4239,95k+,24,2,M,0,30,1,White,MD
152629,4239,95k+,24,2,M,0,25,1,White,MD
152634,4239,95k+,24,2,M,0,20,1,White,MD
152639,4239,95k+,24,2,M,0,15,1,White,MD
152640,4240,95k+,47,2,M,0,50,0,White,MD
152645,4240,95k+,47,2,M,0,45,0,White,MD
152650,4240,95k+,47,2,M,0,40,0,White,MD
152655,4240,95k+,47,2,M,0,35,0,White,MD
152660,4240,95k+,47,2,M,0,30,1,White,MD
152665,4240,95k+,47,2,M,0,25,1,White,MD
152670,4240,95k+,47,2,M,0,20,1,White,MD
152675,4240,95k+,47,2,M,0,15,1,White,MD
152676,4241,95k+,44,5,M,0,50,0,Hispanic,MD
152681,4241,95k+,44,5,M,0,45,0,Hispanic,MD
152686,4241,95k+,44,5,M,0,40,0,Hispanic,MD
152691,4241,95k+,44,5,M,0,35,0,Hispanic,MD
152696,4241,95k+,44,5,M,0,30,0,Hispanic,MD
152701,4241,95k+,44,5,M,0,25,0,Hispanic,MD
152706,4241,95k+,44,5,M,0,20,0,Hispanic,MD
152711,4241,95k+,44,5,M,0,15,0,Hispanic,MD
152712,4242,95k+,48,3,M,0,50,0,White,MD
152717,4242,95k+,48,3,M,0,45,0,White,MD
152722,4242,95k+,48,3,M,0,40,0,White,MD
152727,4242,95k+,48,3,M,0,35,0,White,MD
152732,4242,95k+,48,3,M,0,30,0,White,MD
152737,4242,95k+,48,3,M,0,25,0,White,MD
152742,4242,95k+,48,3,M,0,20,1,White,MD
152747,4242,95k+,48,3,M,0,15,1,White,MD
152748,4243,95k+,42,2,F,1,50,0,White,MD
152753,4243,95k+,42,2,F,1,45,0,White,MD
152758,4243,95k+,42,2,F,1,40,0,White,MD
152763,4243,95k+,42,2,F,1,35,0,White,MD
152768,4243,95k+,42,2,F,1,30,0,White,MD
152773,4243,95k+,42,2,F,1,25,1,White,MD
152778,4243,95k+,42,2,F,1,20,1,White,MD
152783,4243,95k+,42,2,F,1,15,1,White,MD
152784,4244,95k+,38,6,M,1,50,0,Other,MD
152789,4244,95k+,38,6,M,1,45,0,Other,MD
152794,4244,95k+,38,6,M,1,40,0,Other,MD
152799,4244,95k+,38,6,M,1,35,0,Other,MD
152804,4244,95k+,38,6,M,1,30,0,Other,MD
152809,4244,95k+,38,6,M,1,25,0,Other,MD
152814,4244,95k+,38,6,M,1,20,0,Other,MD
152819,4244,95k+,38,6,M,1,15,0,Other,MD
152820,4245,95k+,30,2,M,0,50,0,White,MD
152825,4245,95k+,30,2,M,0,45,0,White,MD
152830,4245,95k+,30,2,M,0,40,0,White,MD
152835,4245,95k+,30,2,M,0,35,1,White,MD
152840,4245,95k+,30,2,M,0,30,1,White,MD
152845,4245,95k+,30,2,M,0,25,1,White,MD
152850,4245,95k+,30,2,M,0,20,1,White,MD
152855,4245,95k+,30,2,M,0,15,1,White,MD
152856,4246,95k+,35,2,M,0,50,0,White,MD
152861,4246,95k+,35,2,M,0,45,0,White,MD
152866,4246,95k+,35,2,M,0,40,0,White,MD
152871,4246,95k+,35,2,M,0,35,0,White,MD
152876,4246,95k+,35,2,M,0,30,1,White,MD
152881,4246,95k+,35,2,M,0,25,1,White,MD
152886,4246,95k+,35,2,M,0,20,1,White,MD
152891,4246,95k+,35,2,M,0,15,1,White,MD
152892,4247,95k+,50,3,M,0,50,0,Black,MD
152897,4247,95k+,50,3,M,0,45,0,Black,MD
152902,4247,95k+,50,3,M,0,40,0,Black,MD
152907,4247,95k+,50,3,M,0,35,0,Black,MD
152912,4247,95k+,50,3,M,0,30,0,Black,MD
152917,4247,95k+,50,3,M,0,25,0,Black,MD
152922,4247,95k+,50,3,M,0,20,1,Black,MD
152927,4247,95k+,50,3,M,0,15,1,Black,MD
152928,4248,95k+,49,4,M,0,50,0,Black,MD
152933,4248,95k+,49,4,M,0,45,0,Black,MD
152938,4248,95k+,49,4,M,0,40,0,Black,MD
152943,4248,95k+,49,4,M,0,35,0,Black,MD
152948,4248,95k+,49,4,M,0,30,0,Black,MD
152953,4248,95k+,49,4,M,0,25,0,Black,MD
152958,4248,95k+,49,4,M,0,20,0,Black,MD
152963,4248,95k+,49,4,M,0,15,0,Black,MD
152964,4249,95k+,42,4,M,1,50,0,White,MD
152969,4249,95k+,42,4,M,1,45,0,White,MD
152974,4249,95k+,42,4,M,1,40,0,White,MD
152979,4249,95k+,42,4,M,1,35,0,White,MD
152984,4249,95k+,42,4,M,1,30,0,White,MD
152989,4249,95k+,42,4,M,1,25,0,White,MD
152994,4249,95k+,42,4,M,1,20,0,White,MD
152999,4249,95k+,42,4,M,1,15,0,White,MD
153000,4250,95k+,28,3,M,0,50,0,White,MD
153005,4250,95k+,28,3,M,0,45,0,White,MD
153010,4250,95k+,28,3,M,0,40,0,White,MD
153015,4250,95k+,28,3,M,0,35,1,White,MD
153020,4250,95k+,28,3,M,0,30,1,White,MD
153025,4250,95k+,28,3,M,0,25,1,White,MD
153030,4250,95k+,28,3,M,0,20,1,White,MD
153035,4250,95k+,28,3,M,0,15,1,White,MD
153036,4251,95k+,33,7,M,0,50,0,White,MD
153041,4251,95k+,33,7,M,0,45,0,White,MD
153046,4251,95k+,33,7,M,0,40,0,White,MD
153051,4251,95k+,33,7,M,0,35,0,White,MD
153056,4251,95k+,33,7,M,0,30,0,White,MD
153061,4251,95k+,33,7,M,0,25,0,White,MD
153066,4251,95k+,33,7,M,0,20,0,White,MD
153071,4251,95k+,33,7,M,0,15,0,White,MD
153072,4252,95k+,23,4,M,0,50,0,White,MD
153077,4252,95k+,23,4,M,0,45,0,White,MD
153082,4252,95k+,23,4,M,0,40,0,White,MD
153087,4252,95k+,23,4,M,0,35,1,White,MD
153092,4252,95k+,23,4,M,0,30,1,White,MD
153097,4252,95k+,23,4,M,0,25,1,White,MD
153102,4252,95k+,23,4,M,0,20,1,White,MD
153107,4252,95k+,23,4,M,0,15,1,White,MD
153108,4253,95k+,34,3,M,0,50,0,Black,MD
153113,4253,95k+,34,3,M,0,45,0,Black,MD
153118,4253,95k+,34,3,M,0,40,0,Black,MD
153123,4253,95k+,34,3,M,0,35,0,Black,MD
153128,4253,95k+,34,3,M,0,30,0,Black,MD
153133,4253,95k+,34,3,M,0,25,1,Black,MD
153138,4253,95k+,34,3,M,0,20,1,Black,MD
153143,4253,95k+,34,3,M,0,15,1,Black,MD
153144,4254,95k+,19,1,M,0,50,1,Other,MD
153149,4254,95k+,19,1,M,0,45,1,Other,MD
153154,4254,95k+,19,1,M,0,40,1,Other,MD
153159,4254,95k+,19,1,M,0,35,1,Other,MD
153164,4254,95k+,19,1,M,0,30,1,Other,MD
153169,4254,95k+,19,1,M,0,25,1,Other,MD
153174,4254,95k+,19,1,M,0,20,1,Other,MD
153179,4254,95k+,19,1,M,0,15,1,Other,MD
153180,4255,95k+,35,1,M,0,50,1,Hispanic,MD
153185,4255,95k+,35,1,M,0,45,1,Hispanic,MD
153190,4255,95k+,35,1,M,0,40,1,Hispanic,MD
153195,4255,95k+,35,1,M,0,35,1,Hispanic,MD
153200,4255,95k+,35,1,M,0,30,1,Hispanic,MD
153205,4255,95k+,35,1,M,0,25,1,Hispanic,MD
153210,4255,95k+,35,1,M,0,20,1,Hispanic,MD
153215,4255,95k+,35,1,M,0,15,1,Hispanic,MD
153216,4256,95k+,31,2,M,0,50,0,Hispanic,MD
153221,4256,95k+,31,2,M,0,45,1,Hispanic,MD
153226,4256,95k+,31,2,M,0,40,1,Hispanic,MD
153231,4256,95k+,31,2,M,0,35,1,Hispanic,MD
153236,4256,95k+,31,2,M,0,30,1,Hispanic,MD
153241,4256,95k+,31,2,M,0,25,1,Hispanic,MD
153246,4256,95k+,31,2,M,0,20,1,Hispanic,MD
153251,4256,95k+,31,2,M,0,15,1,Hispanic,MD
153252,4257,95k+,39,5,M,0,50,0,Unknown,MD
153257,4257,95k+,39,5,M,0,45,0,Unknown,MD
153262,4257,95k+,39,5,M,0,40,0,Unknown,MD
153267,4257,95k+,39,5,M,0,35,0,Unknown,MD
153272,4257,95k+,39,5,M,0,30,0,Unknown,MD
153277,4257,95k+,39,5,M,0,25,0,Unknown,MD
153282,4257,95k+,39,5,M,0,20,0,Unknown,MD
153287,4257,95k+,39,5,M,0,15,0,Unknown,MD
153288,4258,95k+,29,2,M,0,50,1,Black,MD
153293,4258,95k+,29,2,M,0,45,1,Black,MD
153298,4258,95k+,29,2,M,0,40,1,Black,MD
153303,4258,95k+,29,2,M,0,35,1,Black,MD
153308,4258,95k+,29,2,M,0,30,1,Black,MD
153313,4258,95k+,29,2,M,0,25,1,Black,MD
153318,4258,95k+,29,2,M,0,20,1,Black,MD
153323,4258,95k+,29,2,M,0,15,1,Black,MD
153324,4259,95k+,48,1,M,0,50,1,Black,MD
153329,4259,95k+,48,1,M,0,45,1,Black,MD
153334,4259,95k+,48,1,M,0,40,1,Black,MD
153339,4259,95k+,48,1,M,0,35,1,Black,MD
153344,4259,95k+,48,1,M,0,30,1,Black,MD
153349,4259,95k+,48,1,M,0,25,1,Black,MD
153354,4259,95k+,48,1,M,0,20,1,Black,MD
153359,4259,95k+,48,1,M,0,15,1,Black,MD
153360,4260,95k+,19,3,M,0,50,0,White,MD
153365,4260,95k+,19,3,M,0,45,0,White,MD
153370,4260,95k+,19,3,M,0,40,0,White,MD
153375,4260,95k+,19,3,M,0,35,0,White,MD
153380,4260,95k+,19,3,M,0,30,1,White,MD
153385,4260,95k+,19,3,M,0,25,1,White,MD
153390,4260,95k+,19,3,M,0,20,1,White,MD
153395,4260,95k+,19,3,M,0,15,1,White,MD
153396,4261,95k+,20,2,M,0,50,1,Hispanic,MD
153401,4261,95k+,20,2,M,0,45,1,Hispanic,MD
153406,4261,95k+,20,2,M,0,40,1,Hispanic,MD
153411,4261,95k+,20,2,M,0,35,1,Hispanic,MD
153416,4261,95k+,20,2,M,0,30,1,Hispanic,MD
153421,4261,95k+,20,2,M,0,25,1,Hispanic,MD
153426,4261,95k+,20,2,M,0,20,1,Hispanic,MD
153431,4261,95k+,20,2,M,0,15,1,Hispanic,MD
153432,4262,95k+,36,4,M,0,50,0,Black,MD
153437,4262,95k+,36,4,M,0,45,0,Black,MD
153442,4262,95k+,36,4,M,0,40,0,Black,MD
153447,4262,95k+,36,4,M,0,35,0,Black,MD
153452,4262,95k+,36,4,M,0,30,0,Black,MD
153457,4262,95k+,36,4,M,0,25,0,Black,MD
